Manufacturer,Name,Speed,Glide,Turn,Fade,Purchase Url
Latitude-64,Raketen,14.5,3.6,-2.1,2.7,https://infinitediscs.com/Latitude-64-Raketen?tag=3c8c6529
Latitude-64,Recoil,12,4.1,0,3,https://infinitediscs.com/Latitude-64-Recoil?tag=3c8c6529
Latitude-64,Riot,11,4,-0.9,2.1,https://infinitediscs.com/Latitude-64-Riot?tag=3c8c6529
Latitude-64,Sapphire,10,6,-1.8,1.6,https://infinitediscs.com/Latitude-64-Sapphire?tag=3c8c6529
Latitude-64,Scythe,12,3.2,0,4,https://infinitediscs.com/Latitude-64-Scythe?tag=3c8c6529
Latitude-64,SPZ3,9,5.8,-1.5,2,https://infinitediscs.com/Latitude-64-SPZ3?tag=3c8c6529
Latitude-64,Stiletto,13,2.7,0.8,5.3,https://infinitediscs.com/Latitude-64-Stiletto?tag=3c8c6529
Latitude-64,Villain,12,4,-0.2,3.7,https://infinitediscs.com/Latitude-64-Villain?tag=3c8c6529
Latitude-64,Bryce,9,6,-1.8,1.9,https://infinitediscs.com/Latitude-64-Bryce?tag=3c8c6529
Latitude-64,Culverin,9,5,-0.3,2.9,https://infinitediscs.com/Latitude-64-Culverin?tag=3c8c6529
Latitude-64,Diamond,8,6,-3.1,1,https://infinitediscs.com/Latitude-64-Diamond?tag=3c8c6529
Latitude-64,Explorer,7,5.1,-0.1,2,https://infinitediscs.com/Latitude-64-Explorer?tag=3c8c6529
Latitude-64,Falchion,8.5,5.6,-1.1,2,https://infinitediscs.com/Latitude-64-Falchion?tag=3c8c6529
Latitude-64,Fury,8.9,6.5,-2.1,1.3,https://infinitediscs.com/Latitude-64-Fury?tag=3c8c6529
Latitude-64,Jade,9,5,-2,1.4,https://infinitediscs.com/Latitude-64-Jade?tag=3c8c6529
Latitude-64,Maul,7,6.9,-2.2,1,https://infinitediscs.com/Latitude-64-Maul?tag=3c8c6529
Latitude-64,Pioneer,8.9,3,0,3.8,https://infinitediscs.com/Latitude-64-Pioneer?tag=3c8c6529
Latitude-64,Primitus,9,5,0,2,https://infinitediscs.com/Latitude-64-Primitus?tag=3c8c6529
Latitude-64,River,7,6.9,-1.2,1.1,https://infinitediscs.com/Latitude-64-River?tag=3c8c6529
Latitude-64,River Pro,6.4,5,-0.2,2.1,https://infinitediscs.com/Latitude-64-River-Pro?tag=3c8c6529
Latitude-64,Saint,9,6.8,-1.4,1.9,https://infinitediscs.com/Latitude-64-Saint?tag=3c8c6529
Latitude-64,Saint Pro,8.4,6,-0.4,2.6,https://infinitediscs.com/Latitude-64-Saint-Pro?tag=3c8c6529
Latitude-64,Spark,7.1,4.1,-0.2,2.6,https://infinitediscs.com/Latitude-64-Spark?tag=3c8c6529
Latitude-64,Striker,8.2,5,-0.2,2,https://infinitediscs.com/Latitude-64-Striker?tag=3c8c6529
Latitude-64,Trident,5.8,3.2,-0.2,3.9,https://infinitediscs.com/Latitude-64-Trident?tag=3c8c6529
Latitude-64,Vision,8,6.1,-1.4,1.9,https://infinitediscs.com/Latitude-64-Vision?tag=3c8c6529
Latitude-64,XXX,7.2,2.8,0,4.4,https://infinitediscs.com/Latitude-64-XXX?tag=3c8c6529
Latitude-64,Zion,9,3.8,-0.6,3,https://infinitediscs.com/Latitude-64-Zion?tag=3c8c6529
Latitude-64,Anchor,5,4,0,2.8,https://infinitediscs.com/Latitude-64-Anchor?tag=3c8c6529
Latitude-64,Claymore,5,5,-0.8,1,https://infinitediscs.com/Latitude-64-Claymore?tag=3c8c6529
Latitude-64,Compass,4.9,4.9,0,1,https://infinitediscs.com/Latitude-64-Compass?tag=3c8c6529
Latitude-64,Core,5.4,5,-0.8,1,https://infinitediscs.com/Latitude-64-Core?tag=3c8c6529
Latitude-64,Fuji,4.1,4.1,-0.1,1.9,https://infinitediscs.com/Latitude-64-Fuji?tag=3c8c6529
Latitude-64,Fuse,5,6.1,-1.3,0.3,https://infinitediscs.com/Latitude-64-Fuse?tag=3c8c6529
Latitude-64,Gobi,5.7,5.2,-0.5,1.1,https://infinitediscs.com/Latitude-64-Gobi?tag=3c8c6529
Latitude-64,Mace,5,5,0,1.9,https://infinitediscs.com/Latitude-64-Mace?tag=3c8c6529
Latitude-64,Medius,5,5,-1,2,https://infinitediscs.com/Latitude-64-Medius?tag=3c8c6529
Latitude-64,Pain,4.1,4,-0.1,3.1,https://infinitediscs.com/Latitude-64-Pain?tag=3c8c6529
Latitude-64,Pearl,4.1,6,-4.1,0.2,https://infinitediscs.com/Latitude-64-Pearl?tag=3c8c6529
Latitude-64,Trident,5.8,3.2,-0.2,3.9,https://infinitediscs.com/Latitude-64-Trident?tag=3c8c6529
Latitude-64,Beetle,1,6.9,-1.1,0,https://infinitediscs.com/Latitude-64-Beetle?tag=3c8c6529
Latitude-64,Caltrop,2,2.1,0,2,https://infinitediscs.com/Latitude-64-Caltrop?tag=3c8c6529
Latitude-64,Dagger,2,4.7,0,1.3,https://infinitediscs.com/Latitude-64-Dagger?tag=3c8c6529
Latitude-64,Gauntlet,2.1,4.2,0,1,https://infinitediscs.com/Latitude-64-Gauntlet?tag=3c8c6529
Latitude-64,Keystone,2.1,5,-1,0.9,https://infinitediscs.com/Latitude-64-Keystone?tag=3c8c6529
Latitude-64,Macana,2,5,0,1,https://infinitediscs.com/Latitude-64-Macana?tag=3c8c6529
Latitude-64,Mercy,2.1,4,0,1,https://infinitediscs.com/Latitude-64-Mercy?tag=3c8c6529
Latitude-64,Pure,3,3.2,-0.5,0.6,https://infinitediscs.com/Latitude-64-Pure?tag=3c8c6529
Latitude-64,Ruby,3,4.8,-3,0.9,https://infinitediscs.com/Latitude-64-Ruby?tag=3c8c6529
Latitude-64,Sarek,2.1,4.2,-0.1,1.4,https://infinitediscs.com/Latitude-64-Sarek?tag=3c8c6529
Latitude-64,Sinus,2.1,1.9,0,2.4,https://infinitediscs.com/Latitude-64-Sinus?tag=3c8c6529
Latitude-64,Spike,3.9,2.7,-1,0.9,https://infinitediscs.com/Latitude-64-Spike?tag=3c8c6529
Launch-Disc-Golf,Cipher,8,4,-1,2,https://infinitediscs.com/Launch-Disc-Golf-Cipher?tag=3c8c6529
Launch-Disc-Golf,Code,5.5,4,-0.5,2,https://infinitediscs.com/Launch-Disc-Golf-Code?tag=3c8c6529
Launch-Disc-Golf,Lander,3,4,-0.5,2,https://infinitediscs.com/Launch-Disc-Golf-Lander?tag=3c8c6529
Legacy,Aftermath,13,5,-1.9,3,https://infinitediscs.com/Legacy-Aftermath?tag=3c8c6529
Legacy,Cannon,14,5,-2.4,3,https://infinitediscs.com/Legacy-Cannon?tag=3c8c6529
Legacy,Nemesis,9.9,6,-3.9,1.9,https://infinitediscs.com/Legacy-Nemesis?tag=3c8c6529
Legacy,Outlaw,12,4.9,-1,3,https://infinitediscs.com/Legacy-Outlaw?tag=3c8c6529
Legacy,Rampage,14,4.9,-1,3.8,https://infinitediscs.com/Legacy-Rampage?tag=3c8c6529
Legacy,Recon,13,5,-1,3,https://infinitediscs.com/Legacy-Recon?tag=3c8c6529
Legacy,Vengeance,9.9,5,-0.1,2,https://infinitediscs.com/Legacy-Vengeance?tag=3c8c6529
Legacy,Bandit,9,5,-2,1,https://infinitediscs.com/Legacy-Bandit?tag=3c8c6529
Legacy,Enemy,9,3.1,0,4,https://infinitediscs.com/Legacy-Enemy?tag=3c8c6529
Legacy,Fighter,9.9,3,0.1,4,https://infinitediscs.com/Legacy-Fighter?tag=3c8c6529
Legacy,Mongoose,9,5,-3.1,1,https://infinitediscs.com/Legacy-Mongoose?tag=3c8c6529
Legacy,Patriot,7.1,5.1,-1.8,1,https://infinitediscs.com/Legacy-Patriot?tag=3c8c6529
Legacy,Phantom Warrior,7,5,0,2.1,https://infinitediscs.com/Legacy-Phantom-Warrior?tag=3c8c6529
Legacy,Phenom,8,5,-1.2,1.7,https://infinitediscs.com/Legacy-Phenom?tag=3c8c6529
Legacy,Rival,7.1,4.9,-0.1,2,https://infinitediscs.com/Legacy-Rival?tag=3c8c6529
Legacy,Gauge,5,5.1,-0.1,1,https://infinitediscs.com/Legacy-Gauge?tag=3c8c6529
Legacy,Ghost,4.1,5,-0.2,2.6,https://infinitediscs.com/Legacy-Ghost?tag=3c8c6529
Legacy,Pursuit,5,3.3,0,3.1,https://infinitediscs.com/Legacy-Pursuit?tag=3c8c6529
Legacy,Recluse,4,3,0,3.9,https://infinitediscs.com/Legacy-Recluse?tag=3c8c6529
Legacy,Valor,5,5,0,1.9,https://infinitediscs.com/Legacy-Valor?tag=3c8c6529
Legacy,Clozer,2,3,0,1.9,https://infinitediscs.com/Legacy-Clozer?tag=3c8c6529
Legacy,Clutch,2.1,3.2,-0.2,1,https://infinitediscs.com/Legacy-Clutch?tag=3c8c6529
Legacy,Hunter,2.3,3.8,-0.1,0.1,https://infinitediscs.com/Legacy-Hunter?tag=3c8c6529
Legacy,Prowler,2,3.1,-0.1,1.5,https://infinitediscs.com/Legacy-Prowler?tag=3c8c6529
MVP,Catalyst,13,5.5,-2,1.6,https://infinitediscs.com/MVP-Catalyst?tag=3c8c6529
MVP,Dimension,14,4.9,0,3.1,https://infinitediscs.com/MVP-Dimension?tag=3c8c6529
MVP,Energy,13.1,4.1,0.2,3.8,https://infinitediscs.com/MVP-Energy?tag=3c8c6529
MVP,Impulse,10,4.9,-2.9,1.1,https://infinitediscs.com/MVP-Impulse?tag=3c8c6529
MVP,Inertia,10.2,4.9,-1.9,2,https://infinitediscs.com/MVP-Inertia?tag=3c8c6529
MVP,Limit,14,4,0.3,4.3,https://infinitediscs.com/MVP-Limit?tag=3c8c6529
MVP,Motion,9.8,4,0,4,https://infinitediscs.com/MVP-Motion?tag=3c8c6529
MVP,Nitro,13,4.4,-0.3,2.6,https://infinitediscs.com/MVP-Nitro?tag=3c8c6529
MVP,Octane,13,4.9,-0.9,2.1,https://infinitediscs.com/MVP-Octane?tag=3c8c6529
MVP,Orbital,11.5,5,-4.4,0.9,https://infinitediscs.com/MVP-Orbital?tag=3c8c6529
MVP,Phase,11.3,3.5,0.1,4.1,https://infinitediscs.com/MVP-Phase?tag=3c8c6529
MVP,Photon,11.5,4.8,-1,2.7,https://infinitediscs.com/MVP-Photon?tag=3c8c6529
MVP,Relativity,13.9,5.1,-2.5,1.6,https://infinitediscs.com/MVP-Relativity?tag=3c8c6529
MVP,Teleport,14,5.1,-1.2,2.2,https://infinitediscs.com/MVP-Teleport?tag=3c8c6529
MVP,Tesla,10.1,4.6,-0.6,2.3,https://infinitediscs.com/MVP-Tesla?tag=3c8c6529
MVP,Wave,11.4,5.1,-1.9,1.8,https://infinitediscs.com/MVP-Wave?tag=3c8c6529
MVP,Amp,8,5,-1.3,1.2,https://infinitediscs.com/MVP-Amp?tag=3c8c6529
MVP,Relay,6.1,5,-2.4,1,https://infinitediscs.com/MVP-Relay?tag=3c8c6529
MVP,Resistor,6.6,3.8,0,3.3,https://infinitediscs.com/MVP-Resistor?tag=3c8c6529
MVP,Servo,6.6,4.9,-0.9,2,https://infinitediscs.com/MVP-Servo?tag=3c8c6529
MVP,Shock,8,5,-0.1,2.5,https://infinitediscs.com/MVP-Shock?tag=3c8c6529
MVP,Signal,6,5,-3.1,1,https://infinitediscs.com/MVP-Signal?tag=3c8c6529
MVP,Switch,6.7,5,-1.5,1.1,https://infinitediscs.com/MVP-Switch?tag=3c8c6529
MVP,Volt,8.1,4.9,-0.6,2.1,https://infinitediscs.com/MVP-Volt?tag=3c8c6529
MVP,Axis,5,4.9,-0.9,1,https://infinitediscs.com/MVP-Axis?tag=3c8c6529
MVP,Deflector,5,3.6,0.2,4.1,https://infinitediscs.com/MVP-Deflector?tag=3c8c6529
MVP,Matrix,5,4.1,-0.6,2,https://infinitediscs.com/MVP-Matrix?tag=3c8c6529
MVP,Reactor,5,5,-0.5,1.5,https://infinitediscs.com/MVP-Reactor?tag=3c8c6529
MVP,Tangent,4.5,4.1,-0.9,1,https://infinitediscs.com/MVP-Tangent?tag=3c8c6529
MVP,Tensor,4.4,4.3,-0.1,2.5,https://infinitediscs.com/MVP-Tensor?tag=3c8c6529
MVP,Vector,5,4,0,2.2,https://infinitediscs.com/MVP-Vector?tag=3c8c6529
MVP,Vertex,4.2,4,-2.3,0.6,https://infinitediscs.com/MVP-Vertex?tag=3c8c6529
MVP,Anode,3,3.1,0,0.4,https://infinitediscs.com/MVP-Anode?tag=3c8c6529
MVP,Atom,2.7,3.1,-0.3,0.8,https://infinitediscs.com/MVP-Atom?tag=3c8c6529
MVP,Entropy,3.9,2.9,0,3,https://infinitediscs.com/MVP-Entropy?tag=3c8c6529
MVP,Ion,3,3.5,0,1.2,https://infinitediscs.com/MVP-Ion?tag=3c8c6529
MVP,Ohm,2,5,0,1,https://infinitediscs.com/MVP-Ohm?tag=3c8c6529
MVP,Particle,3,3,-0.1,2.2,https://infinitediscs.com/MVP-Particle?tag=3c8c6529
MVP,Spin,3,4.1,-1.7,0,https://infinitediscs.com/MVP-Spin?tag=3c8c6529
Millennium,Aquarius,10,5.1,-3.7,1.8,https://infinitediscs.com/Millennium-Aquarius?tag=3c8c6529
Millennium,Aries,11,6,-2.6,1.1,https://infinitediscs.com/Millennium-Aries?tag=3c8c6529
Millennium,Astra,10.9,5.1,-2.1,1.9,https://infinitediscs.com/Millennium-Astra?tag=3c8c6529
Millennium,Astra-X,11,4.9,-1.6,3.2,https://infinitediscs.com/Millennium-Astra-X?tag=3c8c6529
Millennium,Falcon,12.9,5.1,-1.8,2.1,https://infinitediscs.com/Millennium-Falcon?tag=3c8c6529
Millennium,Polaris LF,9,5,-2,2.5,https://infinitediscs.com/Millennium-Polaris-LF?tag=3c8c6529
Millennium,Quasar,12.8,5,-1,3.9,https://infinitediscs.com/Millennium-Quasar?tag=3c8c6529
Millennium,Scorpius,12.8,4.3,-1,3,https://infinitediscs.com/Millennium-Scorpius?tag=3c8c6529
Millennium,Draco,9,3,0,4,https://infinitediscs.com/Millennium-Draco?tag=3c8c6529
Millennium,EXP-X,7,3,0.8,3.9,https://infinitediscs.com/Millennium-EXP-X?tag=3c8c6529
Millennium,EXP1,7,3,0,4,https://infinitediscs.com/Millennium-EXP1?tag=3c8c6529
Millennium,JLS,7.8,5,-1.9,1.8,https://infinitediscs.com/Millennium-JLS?tag=3c8c6529
Millennium,Orion LF,9,5,-1,2.9,https://infinitediscs.com/Millennium-Orion-LF?tag=3c8c6529
Millennium,Orion LS,9.1,4.9,-1.9,1.9,https://infinitediscs.com/Millennium-Orion-LS?tag=3c8c6529
Millennium,Polaris LS,7.8,5,-2,1.1,https://infinitediscs.com/Millennium-Polaris-LS?tag=3c8c6529
Millennium,Aurora MS,4.1,5,-1,1,https://infinitediscs.com/Millennium-Aurora-MS?tag=3c8c6529
Millennium,Sentinel MF,5,4.1,0,4,https://infinitediscs.com/Millennium-Sentinel-MF?tag=3c8c6529
Millennium,Taurus,4,4,-0.1,3.8,https://infinitediscs.com/Millennium-Taurus?tag=3c8c6529
Millennium,Omega,2,3,-0.9,1,https://infinitediscs.com/Millennium-Omega?tag=3c8c6529
Millennium,Omega AP,2,3,0,0,https://infinitediscs.com/Millennium-Omega-AP?tag=3c8c6529
Millennium,Omega AP Big Bead,2,3,0,0,https://infinitediscs.com/Millennium-Omega-AP-Big-Bead?tag=3c8c6529
Millennium,Omega Big Bead,2,3,-1,1,https://infinitediscs.com/Millennium-Omega-Big-Bead?tag=3c8c6529
Millennium,Omega Driver,3,2,0,1.9,https://infinitediscs.com/Millennium-Omega-Driver?tag=3c8c6529
Millennium,Omega SuperSoft,2,3,-0.9,1,https://infinitediscs.com/Millennium-Omega-SuperSoft?tag=3c8c6529
Mint-Discs,Freetail,10,6,-3.2,1.8,https://infinitediscs.com/Mint-Discs-Freetail?tag=3c8c6529
Mint-Discs,Longhorn,11,4,-1,3,https://infinitediscs.com/Mint-Discs-Longhorn?tag=3c8c6529
Mint-Discs,Alpha,8.1,4.2,0,1.9,https://infinitediscs.com/Mint-Discs-Alpha?tag=3c8c6529
Mint-Discs,Bobcat,5,4.8,0,2.3,https://infinitediscs.com/Mint-Discs-Bobcat?tag=3c8c6529
Mint-Discs,Mustang,5,4.9,-0.1,1.8,https://infinitediscs.com/Mint-Discs-Mustang?tag=3c8c6529
Mint-Discs,Bullet,2,3,0,1,https://infinitediscs.com/Mint-Discs-Bullet?tag=3c8c6529
Mint-Discs,Profit,3,3,0,1.3,https://infinitediscs.com/Mint-Discs-Profit?tag=3c8c6529
Plastic-Addicts,Intervention,12.1,4.9,-1,4,https://infinitediscs.com/Plastic-Addicts-Intervention?tag=3c8c6529
Plastic-Addicts,Habit,3,5.1,-1.1,0,https://infinitediscs.com/Plastic-Addicts-Habit?tag=3c8c6529
Prodigy,D Model OS,13,5,0,3.9,https://infinitediscs.com/Prodigy-D-Model-OS?tag=3c8c6529
Prodigy,D Model S,13,6,-0.1,2.1,https://infinitediscs.com/Prodigy-D-Model-S?tag=3c8c6529
Prodigy,D Model US,13,6,-2.8,1.1,https://infinitediscs.com/Prodigy-D-Model-US?tag=3c8c6529
Prodigy,D Model US+,1,1,0,0,https://infinitediscs.com/Prodigy-D-Model-US?tag=3c8c6529
Prodigy,D Model US++,1,1,0,0,https://infinitediscs.com/Prodigy-D-Model-US?tag=3c8c6529
Prodigy,D1,12.3,5.1,-0.2,2.9,https://infinitediscs.com/Prodigy-D1?tag=3c8c6529
Prodigy,D1 Max,12,5,-0.2,2.9,https://infinitediscs.com/Prodigy-D1-Max?tag=3c8c6529
Prodigy,D2 ,12.2,5.9,-0.9,2.9,https://infinitediscs.com/Prodigy-D2-?tag=3c8c6529
Prodigy,D2 Max,11.9,5.8,-1,2.9,https://infinitediscs.com/Prodigy-D2-Max?tag=3c8c6529
Prodigy,D3,12.4,5.9,-1.9,2.1,https://infinitediscs.com/Prodigy-D3?tag=3c8c6529
Prodigy,D3 Max,12,5.8,-2.4,1.7,https://infinitediscs.com/Prodigy-D3-Max?tag=3c8c6529
Prodigy,D4,12.2,5.9,-2.9,2.1,https://infinitediscs.com/Prodigy-D4?tag=3c8c6529
Prodigy,D4 Max,12,6,-3.9,1,https://infinitediscs.com/Prodigy-D4-Max?tag=3c8c6529
Prodigy,D5,12.3,5.9,-3.6,2.1,https://infinitediscs.com/Prodigy-D5?tag=3c8c6529
Prodigy,D6,12.2,6,-4,1,https://infinitediscs.com/Prodigy-D6?tag=3c8c6529
Prodigy,X1,12.9,3,0,4.9,https://infinitediscs.com/Prodigy-X1?tag=3c8c6529
Prodigy,X2,12.8,4.3,-0.1,3.8,https://infinitediscs.com/Prodigy-X2?tag=3c8c6529
Prodigy,X3,11.8,4.9,-1,2.1,https://infinitediscs.com/Prodigy-X3?tag=3c8c6529
Prodigy,X4,12.7,5.1,-2.3,2,https://infinitediscs.com/Prodigy-X4?tag=3c8c6529
Prodigy,X5,13,5,-3.8,1.2,https://infinitediscs.com/Prodigy-X5?tag=3c8c6529
Prodigy,F Model OS,10,5,1.8,3.8,https://infinitediscs.com/Prodigy-F-Model-OS?tag=3c8c6529
Prodigy,F Model OS+,1,1,0,0,https://infinitediscs.com/Prodigy-F-Model-OS?tag=3c8c6529
Prodigy,F Model S,10,4.9,0.3,2.9,https://infinitediscs.com/Prodigy-F-Model-S?tag=3c8c6529
Prodigy,F Model US,10,5,-1.6,1.4,https://infinitediscs.com/Prodigy-F-Model-US?tag=3c8c6529
Prodigy,F1,7,4.1,-0.1,2.8,https://infinitediscs.com/Prodigy-F1?tag=3c8c6529
Prodigy,F2,7.1,4.9,-1,2.9,https://infinitediscs.com/Prodigy-F2?tag=3c8c6529
Prodigy,F3,7,5,-1,2,https://infinitediscs.com/Prodigy-F3?tag=3c8c6529
Prodigy,F5,7,5,-1.8,1.1,https://infinitediscs.com/Prodigy-F5?tag=3c8c6529
Prodigy,F7,7,5,-3,0.9,https://infinitediscs.com/Prodigy-F7?tag=3c8c6529
Prodigy,FX-2,9.1,4.1,-0.6,3.1,https://infinitediscs.com/Prodigy-FX-2?tag=3c8c6529
Prodigy,H1,9.9,3.1,0.1,3.8,https://infinitediscs.com/Prodigy-H1?tag=3c8c6529
Prodigy,H1 V2,10.8,4,0,3,https://infinitediscs.com/Prodigy-H1-V2?tag=3c8c6529
Prodigy,H2,9,4.7,0,2.3,https://infinitediscs.com/Prodigy-H2?tag=3c8c6529
Prodigy,H2 V2,10.9,4.9,-0.2,2.4,https://infinitediscs.com/Prodigy-H2-V2?tag=3c8c6529
Prodigy,H3,9,3.9,0.1,2.2,https://infinitediscs.com/Prodigy-H3?tag=3c8c6529
Prodigy,H3 V2,10.7,5,-1,2.1,https://infinitediscs.com/Prodigy-H3-V2?tag=3c8c6529
Prodigy,H4,8.9,4.7,-1.9,1.6,https://infinitediscs.com/Prodigy-H4?tag=3c8c6529
Prodigy,H4 V2,10.2,5.1,-2,1.5,https://infinitediscs.com/Prodigy-H4-V2?tag=3c8c6529
Prodigy,H5,9,5,-2.9,1,https://infinitediscs.com/Prodigy-H5?tag=3c8c6529
Prodigy,M Model OS,5.9,4.1,-0.9,2.8,https://infinitediscs.com/Prodigy-M-Model-OS?tag=3c8c6529
Prodigy,M Model S,5.9,4.1,0,2.8,https://infinitediscs.com/Prodigy-M-Model-S?tag=3c8c6529
Prodigy,M Model US,4,5,-1,0.9,https://infinitediscs.com/Prodigy-M-Model-US?tag=3c8c6529
Prodigy,M1,5,4,0,2.8,https://infinitediscs.com/Prodigy-M1?tag=3c8c6529
Prodigy,M2,5,4,-0.1,2,https://infinitediscs.com/Prodigy-M2?tag=3c8c6529
Prodigy,M3,5,5,-0.9,2,https://infinitediscs.com/Prodigy-M3?tag=3c8c6529
Prodigy,M4,5,4.9,-1.1,1,https://infinitediscs.com/Prodigy-M4?tag=3c8c6529
Prodigy,M5,5,5,-3,0.9,https://infinitediscs.com/Prodigy-M5?tag=3c8c6529
Prodigy,MX-3,5,4.1,-0.1,1.8,https://infinitediscs.com/Prodigy-MX-3?tag=3c8c6529
Prodigy,A1,3.2,2.8,0.1,3.2,https://infinitediscs.com/Prodigy-A1?tag=3c8c6529
Prodigy,A2,4,3.6,0.1,3.1,https://infinitediscs.com/Prodigy-A2?tag=3c8c6529
Prodigy,A3,4,3.8,0,3,https://infinitediscs.com/Prodigy-A3?tag=3c8c6529
Prodigy,A4,4,3.9,-0.8,2,https://infinitediscs.com/Prodigy-A4?tag=3c8c6529
Prodigy,P Model S,3,4.9,0,1.8,https://infinitediscs.com/Prodigy-P-Model-S?tag=3c8c6529
Prodigy,P Model US,3,4.9,-0.9,1,https://infinitediscs.com/Prodigy-P-Model-US?tag=3c8c6529
Prodigy,PA-1,3,3,0,2,https://infinitediscs.com/Prodigy-PA-1?tag=3c8c6529
Prodigy,PA-2,3,3,0,1.2,https://infinitediscs.com/Prodigy-PA-2?tag=3c8c6529
Prodigy,PA-3,3,4,0,1.1,https://infinitediscs.com/Prodigy-PA-3?tag=3c8c6529
Prodigy,PA-4,3,3.1,-0.9,0.9,https://infinitediscs.com/Prodigy-PA-4?tag=3c8c6529
Prodiscus,Fasti,13,4.1,-2.2,2.6,https://infinitediscs.com/Prodiscus-Fasti?tag=3c8c6529
Prodiscus,Legenda,13,5.1,-1,2,https://infinitediscs.com/Prodiscus-Legenda?tag=3c8c6529
Prodiscus,Razeri,12,5,0,2.9,https://infinitediscs.com/Prodiscus-Razeri?tag=3c8c6529
Prodiscus,Slaidi,11.9,5,0,3,https://infinitediscs.com/Prodiscus-Slaidi?tag=3c8c6529
Prodiscus,Titan,9.8,4.1,0,3,https://infinitediscs.com/Prodiscus-Titan?tag=3c8c6529
Prodiscus,Flipperi,9,3,-3.2,0,https://infinitediscs.com/Prodiscus-Flipperi?tag=3c8c6529
Prodiscus,Laseri,9.5,5.8,-1.2,1.1,https://infinitediscs.com/Prodiscus-Laseri?tag=3c8c6529
Prodiscus,Respecti,8,4,0.1,2.2,https://infinitediscs.com/Prodiscus-Respecti?tag=3c8c6529
Prodiscus,Rocket,9,4,0,3,https://infinitediscs.com/Prodiscus-Rocket?tag=3c8c6529
Prodiscus,Midari,5,4.1,-0.8,1.9,https://infinitediscs.com/Prodiscus-Midari?tag=3c8c6529
Prodiscus,STARi,5,4,-2.2,0.9,https://infinitediscs.com/Prodiscus-STARi?tag=3c8c6529
Prodiscus,Jokeri,4,3.1,0,2.1,https://infinitediscs.com/Prodiscus-Jokeri?tag=3c8c6529
Prodiscus,Sparta,3,3.1,0,0.5,https://infinitediscs.com/Prodiscus-Sparta?tag=3c8c6529
RPM-Discs,Kahu,13,5,-1.6,2.9,https://infinitediscs.com/RPM-Discs-Kahu?tag=3c8c6529
RPM-Discs,Kahu OS,13,4.9,0,3,https://infinitediscs.com/RPM-Discs-Kahu-OS?tag=3c8c6529
RPM-Discs,Kahu XG,13,5.2,-1.5,2.8,https://infinitediscs.com/RPM-Discs-Kahu-XG?tag=3c8c6529
RPM-Discs,Kiwi,9.8,4.3,-0.7,2.7,https://infinitediscs.com/RPM-Discs-Kiwi?tag=3c8c6529
RPM-Discs,Kotare,12,5,0,3,https://infinitediscs.com/RPM-Discs-Kotare?tag=3c8c6529
RPM-Discs,Huia,7,5,-0.1,1.9,https://infinitediscs.com/RPM-Discs-Huia?tag=3c8c6529
RPM-Discs,Taniwha,10,5,-2.1,1.8,https://infinitediscs.com/RPM-Discs-Taniwha?tag=3c8c6529
RPM-Discs,Kea,4.8,4.7,0,3,https://infinitediscs.com/RPM-Discs-Kea?tag=3c8c6529
RPM-Discs,Piwakawaka,4.3,5.3,-0.5,0.4,https://infinitediscs.com/RPM-Discs-Piwakawaka?tag=3c8c6529
RPM-Discs,TeMoko,3,4,0,0,https://infinitediscs.com/RPM-Discs-TeMoko?tag=3c8c6529
RPM-Discs,Ruru,3,3,-0.1,1,https://infinitediscs.com/RPM-Discs-Ruru?tag=3c8c6529
RPM-Discs,Tui,3.1,4.2,-1.1,0,https://infinitediscs.com/RPM-Discs-Tui?tag=3c8c6529
Reptilian-Disc-Golf,Ptero,7,5,-1,1,https://infinitediscs.com/Reptilian-Disc-Golf-Ptero?tag=3c8c6529
Reptilian-Disc-Golf,Tyrant,7.1,3.2,0,2.7,https://infinitediscs.com/Reptilian-Disc-Golf-Tyrant?tag=3c8c6529
Reptilian-Disc-Golf,Velociraptor,9,4,0,2.5,https://infinitediscs.com/Reptilian-Disc-Golf-Velociraptor?tag=3c8c6529
Reptilian-Disc-Golf,Gila,5,4,-0.1,3,https://infinitediscs.com/Reptilian-Disc-Golf-Gila?tag=3c8c6529
Reptilian-Disc-Golf,Stego,3,1,1.1,4.3,https://infinitediscs.com/Reptilian-Disc-Golf-Stego?tag=3c8c6529
Reptilian-Disc-Golf,Scale,2,1.2,0,2.9,https://infinitediscs.com/Reptilian-Disc-Golf-Scale?tag=3c8c6529
Reptilian-Disc-Golf,Serpent,2,2,0,0.1,https://infinitediscs.com/Reptilian-Disc-Golf-Serpent?tag=3c8c6529
Salient,Backdraft,12,5,-1,2.1,https://infinitediscs.com/Salient-Backdraft?tag=3c8c6529
Salient,Napalm,11,5,-2,2,https://infinitediscs.com/Salient-Napalm?tag=3c8c6529
Salient,Prometheus,14,4,-1,1.1,https://infinitediscs.com/Salient-Prometheus?tag=3c8c6529
Salient,Reign,13,5,0,2,https://infinitediscs.com/Salient-Reign?tag=3c8c6529
Salient,Flatline,6,5,-0.5,1,https://infinitediscs.com/Salient-Flatline?tag=3c8c6529
Salient,Suture,9,5,-2,1,https://infinitediscs.com/Salient-Suture?tag=3c8c6529
Salient,Vein,8,4,0,2,https://infinitediscs.com/Salient-Vein?tag=3c8c6529
Salient,Antidote,5,5,0.1,1,https://infinitediscs.com/Salient-Antidote?tag=3c8c6529
