Manufacturer,Name,Speed,Glide,Turn,Fade,Purchase Url
Fourth-Circle-Discs,Firehawk,8,5,-2,1,https://infinitediscs.com/Fourth-Circle-Discs-Firehawk?tag=3c8c6529
Fourth-Circle-Discs,Dingo,5,5,0,3,https://infinitediscs.com/Fourth-Circle-Discs-Dingo?tag=3c8c6529
Full-Turn,Cruise,12.8,4,-2,2.8,https://infinitediscs.com/Full-Turn-Cruise?tag=3c8c6529
Full-Turn,Traveler,9,3.9,0,2,https://infinitediscs.com/Full-Turn-Traveler?tag=3c8c6529
Full-Turn,Voyage,12.2,4.9,0,3.1,https://infinitediscs.com/Full-Turn-Voyage?tag=3c8c6529
Full-Turn,Drifter,8.9,4,-1,1.9,https://infinitediscs.com/Full-Turn-Drifter?tag=3c8c6529
Full-Turn,Navigator,5,4,-1.1,1.9,https://infinitediscs.com/Full-Turn-Navigator?tag=3c8c6529
Full-Turn,Passport,3.8,3.9,-1,1,https://infinitediscs.com/Full-Turn-Passport?tag=3c8c6529
Galaxy-Disc-Golf,Meteorite,11,3.1,-0.5,2.1,https://infinitediscs.com/Galaxy-Disc-Golf-Meteorite?tag=3c8c6529
Galaxy-Disc-Golf,Shooting Star,7,5,-2.1,0.9,https://infinitediscs.com/Galaxy-Disc-Golf-Shooting-Star?tag=3c8c6529
Galaxy-Disc-Golf,Orbit,4.9,4,0,2.6,https://infinitediscs.com/Galaxy-Disc-Golf-Orbit?tag=3c8c6529
Galaxy-Disc-Golf,Magneton,2.1,3.1,-0.1,1.8,https://infinitediscs.com/Galaxy-Disc-Golf-Magneton?tag=3c8c6529
Gateway,Apache,9,4,-1,2,https://infinitediscs.com/Gateway-Apache?tag=3c8c6529
Gateway,Apex,12,6,-1,1.9,https://infinitediscs.com/Gateway-Apex?tag=3c8c6529
Gateway,Diablo,10.7,5.1,-0.9,2,https://infinitediscs.com/Gateway-Diablo?tag=3c8c6529
Gateway,Illusion,11,4.9,-0.9,3.1,https://infinitediscs.com/Gateway-Illusion?tag=3c8c6529
Gateway,Journey,12.2,6,-1.5,1.1,https://infinitediscs.com/Gateway-Journey?tag=3c8c6529
Gateway,Ninja,10.6,4.9,-0.1,2.1,https://infinitediscs.com/Gateway-Ninja?tag=3c8c6529
Gateway,Rage,10,5,-0.5,3.5,https://infinitediscs.com/Gateway-Rage?tag=3c8c6529
Gateway,Samurai,13,5.8,-2.2,1.1,https://infinitediscs.com/Gateway-Samurai?tag=3c8c6529
Gateway,Siren,12.8,4.9,-1.9,1.2,https://infinitediscs.com/Gateway-Siren?tag=3c8c6529
Gateway,Slayer,12.9,4.9,-1.2,2.2,https://infinitediscs.com/Gateway-Slayer?tag=3c8c6529
Gateway,Speed Demon,12,3,0,4,https://infinitediscs.com/Gateway-Speed-Demon?tag=3c8c6529
Gateway,Spirit,11.7,3.9,0.3,4.4,https://infinitediscs.com/Gateway-Spirit?tag=3c8c6529
Gateway,Apache,9,4,-1,2,https://infinitediscs.com/Gateway-Apache?tag=3c8c6529
Gateway,Assassin,8.9,6,-1.6,1.1,https://infinitediscs.com/Gateway-Assassin?tag=3c8c6529
Gateway,Blade,9,4.7,-0.1,3.1,https://infinitediscs.com/Gateway-Blade?tag=3c8c6529
Gateway,Blaze,7,4.8,0,2.8,https://infinitediscs.com/Gateway-Blaze?tag=3c8c6529
Gateway,Hybrid,7,4,-0.5,3,https://infinitediscs.com/Gateway-Hybrid?tag=3c8c6529
Gateway,Sabre,8,5,-1,1,https://infinitediscs.com/Gateway-Sabre?tag=3c8c6529
Gateway,Spear,9,6,-1.8,1.1,https://infinitediscs.com/Gateway-Spear?tag=3c8c6529
Gateway,Blaze,7,4.8,0,2.8,https://infinitediscs.com/Gateway-Blaze?tag=3c8c6529
Gateway,Demon,5.9,3,0.1,4.1,https://infinitediscs.com/Gateway-Demon?tag=3c8c6529
Gateway,Element,5,5,-1.2,1,https://infinitediscs.com/Gateway-Element?tag=3c8c6529
Gateway,Karma,6.2,4.8,-0.8,2.1,https://infinitediscs.com/Gateway-Karma?tag=3c8c6529
Gateway,Mystic,5,4.9,-2.1,0.1,https://infinitediscs.com/Gateway-Mystic?tag=3c8c6529
Gateway,Prophecy,5,5.1,0,2.1,https://infinitediscs.com/Gateway-Prophecy?tag=3c8c6529
Gateway,Scout,6,5,-1,1.9,https://infinitediscs.com/Gateway-Scout?tag=3c8c6529
Gateway,Warrior,5,4,-0.1,3,https://infinitediscs.com/Gateway-Warrior?tag=3c8c6529
Gateway,Chief,3,3.1,-0.1,1.2,https://infinitediscs.com/Gateway-Chief?tag=3c8c6529
Gateway,Chief OS,3,3,0,2.4,https://infinitediscs.com/Gateway-Chief-OS?tag=3c8c6529
Gateway,Devil Hawk,3,2.9,0.1,2.1,https://infinitediscs.com/Gateway-Devil-Hawk?tag=3c8c6529
Gateway,Magic,2.3,3.6,-1,0,https://infinitediscs.com/Gateway-Magic?tag=3c8c6529
Gateway,Shaman,3.1,3.2,-0.6,1.2,https://infinitediscs.com/Gateway-Shaman?tag=3c8c6529
Gateway,Training Wizard,3,5,0,2,https://infinitediscs.com/Gateway-Training-Wizard?tag=3c8c6529
Gateway,Voodoo,2.6,3.7,0,0.8,https://infinitediscs.com/Gateway-Voodoo?tag=3c8c6529
Gateway,Warlock,2.4,3.7,-0.2,1.3,https://infinitediscs.com/Gateway-Warlock?tag=3c8c6529
Gateway,Warspear,2.1,2.6,0,2.4,https://infinitediscs.com/Gateway-Warspear?tag=3c8c6529
Gateway,Wizard,2.5,3.8,0,1.9,https://infinitediscs.com/Gateway-Wizard?tag=3c8c6529
Guru-Disc-Golf,Midgard,6,5,-1,1,https://infinitediscs.com/Guru-Disc-Golf-Midgard?tag=3c8c6529
Guru-Disc-Golf,Thor,4,4,0,2,https://infinitediscs.com/Guru-Disc-Golf-Thor?tag=3c8c6529
Guru-Disc-Golf,Mjolner,2,3,0,1,https://infinitediscs.com/Guru-Disc-Golf-Mjolner?tag=3c8c6529
Hyzer-Bomb,Sabot,11,4,0,5,https://infinitediscs.com/Hyzer-Bomb-Sabot?tag=3c8c6529
Hyzer-Bomb,Marksman,9,5,-0.9,2,https://infinitediscs.com/Hyzer-Bomb-Marksman?tag=3c8c6529
Hyzer-Bomb,Moab,5.8,3.9,1,5.1,https://infinitediscs.com/Hyzer-Bomb-Moab?tag=3c8c6529
Hyzer-Bomb,Veteran,7,4,-0.1,1.1,https://infinitediscs.com/Hyzer-Bomb-Veteran?tag=3c8c6529
Hyzer-Bomb,Mortar,5,3.9,0,3,https://infinitediscs.com/Hyzer-Bomb-Mortar?tag=3c8c6529
Hyzer-Bomb,Tank,2,2,0,1.9,https://infinitediscs.com/Hyzer-Bomb-Tank?tag=3c8c6529
Hyzer-Bomb,Tank-Panzer,2,2,0,3,https://infinitediscs.com/Hyzer-Bomb-Tank-Panzer?tag=3c8c6529
Infinite-Discs,Aztec,10.1,5,-1.2,1.9,https://infinitediscs.com/Infinite-Discs-Aztec?tag=3c8c6529
Infinite-Discs,Emperor,12,5.1,-1.1,2.5,https://infinitediscs.com/Infinite-Discs-Emperor?tag=3c8c6529
Infinite-Discs,Maya,11.9,5.1,-2.9,1,https://infinitediscs.com/Infinite-Discs-Maya?tag=3c8c6529
Infinite-Discs,Pharaoh,12.9,5.8,-1.2,2,https://infinitediscs.com/Infinite-Discs-Pharaoh?tag=3c8c6529
Infinite-Discs,Slab,11.9,3,0,4,https://infinitediscs.com/Infinite-Discs-Slab?tag=3c8c6529
Infinite-Discs,Centurion,7,5.1,-1,1.4,https://infinitediscs.com/Infinite-Discs-Centurion?tag=3c8c6529
Infinite-Discs,Exodus,7.1,4.9,-0.5,2,https://infinitediscs.com/Infinite-Discs-Exodus?tag=3c8c6529
Infinite-Discs,Scepter,9,3.7,0,3.9,https://infinitediscs.com/Infinite-Discs-Scepter?tag=3c8c6529
Infinite-Discs,Sphinx,9,6,-2.8,1,https://infinitediscs.com/Infinite-Discs-Sphinx?tag=3c8c6529
Infinite-Discs,Anubis,5,5,-0.2,0.2,https://infinitediscs.com/Infinite-Discs-Anubis?tag=3c8c6529
Infinite-Discs,Chariot,5,5,0,1.1,https://infinitediscs.com/Infinite-Discs-Chariot?tag=3c8c6529
Infinite-Discs,Inca,5,4.9,0,2.7,https://infinitediscs.com/Infinite-Discs-Inca?tag=3c8c6529
Infinite-Discs,Ra,5,4.1,0,2.5,https://infinitediscs.com/Infinite-Discs-Ra?tag=3c8c6529
Infinite-Discs,Alpaca,3,3,0,1,https://infinitediscs.com/Infinite-Discs-Alpaca?tag=3c8c6529
Infinite-Discs,Cohort,3.5,4,0,0.9,https://infinitediscs.com/Infinite-Discs-Cohort?tag=3c8c6529
Infinite-Discs,Myth,2,3,0,1.9,https://infinitediscs.com/Infinite-Discs-Myth?tag=3c8c6529
Infinite-Discs,Ruin,3,3,0,2.8,https://infinitediscs.com/Infinite-Discs-Ruin?tag=3c8c6529
Infinite-Discs,Scarab,2,4,-0.1,1,https://infinitediscs.com/Infinite-Discs-Scarab?tag=3c8c6529
Infinite-Discs,Tomb,3.1,3.9,0,1.1,https://infinitediscs.com/Infinite-Discs-Tomb?tag=3c8c6529
Innova,Ape,13,4.8,0,4.1,https://infinitediscs.com/Innova-Ape?tag=3c8c6529
Innova,Archon,11,4.9,-1.9,2,https://infinitediscs.com/Innova-Archon?tag=3c8c6529
Innova,Beast,10,5,-2,1.9,https://infinitediscs.com/Innova-Beast?tag=3c8c6529
Innova,Boss,13,5,-0.6,3,https://infinitediscs.com/Innova-Boss?tag=3c8c6529
Innova,Colossus,14,5,-1.9,2.9,https://infinitediscs.com/Innova-Colossus?tag=3c8c6529
Innova,Corvette,13.9,5.9,-1,2,https://infinitediscs.com/Innova-Corvette?tag=3c8c6529
Innova,Daedalus,13,5.9,-3.5,1.9,https://infinitediscs.com/Innova-Daedalus?tag=3c8c6529
Innova,Destroyer,12,5,-1,3,https://infinitediscs.com/Innova-Destroyer?tag=3c8c6529
Innova,Dominator,12.9,4.8,-0.8,2.2,https://infinitediscs.com/Innova-Dominator?tag=3c8c6529
Innova,Firestorm,13.7,4,-0.3,2.8,https://infinitediscs.com/Innova-Firestorm?tag=3c8c6529
Innova,Groove,12.7,5.6,-1.5,2.4,https://infinitediscs.com/Innova-Groove?tag=3c8c6529
Innova,Invictus,10.7,4,0,3.1,https://infinitediscs.com/Innova-Invictus?tag=3c8c6529
Innova,Katana,13,5,-2.7,2.9,https://infinitediscs.com/Innova-Katana?tag=3c8c6529
Innova,Krait,11,5,-1,2,https://infinitediscs.com/Innova-Krait?tag=3c8c6529
Innova,Mamba,11,6,-4.8,1,https://infinitediscs.com/Innova-Mamba?tag=3c8c6529
Innova,Max,11,3,0,5,https://infinitediscs.com/Innova-Max?tag=3c8c6529
Innova,Monarch,10,5,-3.6,1.1,https://infinitediscs.com/Innova-Monarch?tag=3c8c6529
Innova,Monster,10.1,2.9,0.1,4.9,https://infinitediscs.com/Innova-Monster?tag=3c8c6529
Innova,Mystere,11,5.9,-2.2,1.9,https://infinitediscs.com/Innova-Mystere?tag=3c8c6529
Innova,Orc,10,4.1,-1,3,https://infinitediscs.com/Innova-Orc?tag=3c8c6529
Innova,Shryke,12.9,6,-2,2,https://infinitediscs.com/Innova-Shryke?tag=3c8c6529
Innova,SL,10,5,-1,2,https://infinitediscs.com/Innova-SL?tag=3c8c6529
Innova,Starfire,10,4.4,-0.4,2.6,https://infinitediscs.com/Innova-Starfire?tag=3c8c6529
Innova,TeeDevil,12,4.9,-1.2,2.1,https://infinitediscs.com/Innova-TeeDevil?tag=3c8c6529
Innova,TeeRex,11,4,-0.2,3.7,https://infinitediscs.com/Innova-TeeRex?tag=3c8c6529
Innova,Tern,12,6,-2.1,2,https://infinitediscs.com/Innova-Tern?tag=3c8c6529
Innova,Vulcan,13,5,-3.6,2,https://infinitediscs.com/Innova-Vulcan?tag=3c8c6529
Innova,Wahoo,11.9,6,-2.1,2,https://infinitediscs.com/Innova-Wahoo?tag=3c8c6529
Innova,Wraith,11,5,-1.1,2.9,https://infinitediscs.com/Innova-Wraith?tag=3c8c6529
Innova,X-Caliber,12,4.8,-0.1,3.8,https://infinitediscs.com/Innova-X-Caliber?tag=3c8c6529
Innova,Archangel,8,5.9,-4,1.3,https://infinitediscs.com/Innova-Archangel?tag=3c8c6529
Innova,Banshee,7.1,3.1,0,3,https://infinitediscs.com/Innova-Banshee?tag=3c8c6529
Innova,Cheetah,6,4,-2,2,https://infinitediscs.com/Innova-Cheetah?tag=3c8c6529
Innova,Dragon,7.9,4.9,-2.3,1.8,https://infinitediscs.com/Innova-Dragon?tag=3c8c6529
Innova,Eagle,7,4,-0.9,3,https://infinitediscs.com/Innova-Eagle?tag=3c8c6529
Innova,Firebird,9,3.1,0,4,https://infinitediscs.com/Innova-Firebird?tag=3c8c6529
Innova,FL,9,3.2,0,2,https://infinitediscs.com/Innova-FL?tag=3c8c6529
Innova,Gargoyle,6,3,-1,2,https://infinitediscs.com/Innova-Gargoyle?tag=3c8c6529
Innova,Gazelle,6,4,-0.3,1.9,https://infinitediscs.com/Innova-Gazelle?tag=3c8c6529
Innova,Leopard,6,5,-1.9,1,https://infinitediscs.com/Innova-Leopard?tag=3c8c6529
Innova,Leopard3,7,5.1,-1.8,1.1,https://infinitediscs.com/Innova-Leopard3?tag=3c8c6529
Innova,Pegasus,7,3.9,-0.8,3.1,https://infinitediscs.com/Innova-Pegasus?tag=3c8c6529
Innova,Python,7,3,-1,2,https://infinitediscs.com/Innova-Python?tag=3c8c6529
Innova,Ram,6.3,4,1,4,https://infinitediscs.com/Innova-Ram?tag=3c8c6529
Innova,Raven,6,4,-2,2,https://infinitediscs.com/Innova-Raven?tag=3c8c6529
Innova,Roadrunner,9,5.1,-3.8,1.1,https://infinitediscs.com/Innova-Roadrunner?tag=3c8c6529
Innova,Savant,8.9,5,-0.9,2.1,https://infinitediscs.com/Innova-Savant?tag=3c8c6529
Innova,Sidewinder,9,5,-2.8,1.1,https://infinitediscs.com/Innova-Sidewinder?tag=3c8c6529
Innova,TeeBird,7,5,0,2,https://infinitediscs.com/Innova-TeeBird?tag=3c8c6529
Innova,TeeBird +,7,5,0,2,https://infinitediscs.com/Innova-TeeBird-?tag=3c8c6529
Innova,TeeBird3,8,4.1,-0.1,2.1,https://infinitediscs.com/Innova-TeeBird3?tag=3c8c6529
Innova,Thunderbird,9,5,-0.1,2.1,https://infinitediscs.com/Innova-Thunderbird?tag=3c8c6529
Innova,TL,7,5,-0.1,1,https://infinitediscs.com/Innova-TL?tag=3c8c6529
Innova,TL3,7.9,4.1,-0.5,1,https://infinitediscs.com/Innova-TL3?tag=3c8c6529
Innova,Valkyrie,8.9,4.1,-2,2,https://infinitediscs.com/Innova-Valkyrie?tag=3c8c6529
Innova,Viking,9,4,-1,2,https://infinitediscs.com/Innova-Viking?tag=3c8c6529
Innova,Viper,6.1,4.1,1,5,https://infinitediscs.com/Innova-Viper?tag=3c8c6529
Innova,Whippet,6,3.1,0.9,4.9,https://infinitediscs.com/Innova-Whippet?tag=3c8c6529
Innova,Atlas,5,4.8,-0.1,1,https://infinitediscs.com/Innova-Atlas?tag=3c8c6529
Innova,Avatar,5,4.1,0,2,https://infinitediscs.com/Innova-Avatar?tag=3c8c6529
Innova,Barracuda,5,4,-2,3,https://infinitediscs.com/Innova-Barracuda?tag=3c8c6529
Innova,Bulldog,4,3,0,2,https://infinitediscs.com/Innova-Bulldog?tag=3c8c6529
Innova,Caiman,5,2.3,0,3.7,https://infinitediscs.com/Innova-Caiman?tag=3c8c6529
Innova,Cobra,4,5,-2,1.9,https://infinitediscs.com/Innova-Cobra?tag=3c8c6529
Innova,Commander,5.2,3.2,0,3.8,https://infinitediscs.com/Innova-Commander?tag=3c8c6529
Innova,Condor,3,4.2,-0.1,1.8,https://infinitediscs.com/Innova-Condor?tag=3c8c6529
Innova,Coyote,4,4.5,-0.7,1.3,https://infinitediscs.com/Innova-Coyote?tag=3c8c6529
Innova,Cro,4.9,3.1,0,2,https://infinitediscs.com/Innova-Cro?tag=3c8c6529
Innova,Croc,5.3,2.1,0.1,4.8,https://infinitediscs.com/Innova-Croc?tag=3c8c6529
Innova,Foxbat,5,5.9,-0.9,0,https://infinitediscs.com/Innova-Foxbat?tag=3c8c6529
Innova,Gator,5,2,0,3.2,https://infinitediscs.com/Innova-Gator?tag=3c8c6529
Innova,Gator3,4.9,2.1,0,3,https://infinitediscs.com/Innova-Gator3?tag=3c8c6529
Innova,Griffin,5,3,1,3,https://infinitediscs.com/Innova-Griffin?tag=3c8c6529
Innova,Jaguar,5.5,6,-3,2,https://infinitediscs.com/Innova-Jaguar?tag=3c8c6529
Innova,King Cobra,4.1,5,0,1.9,https://infinitediscs.com/Innova-King-Cobra?tag=3c8c6529
Innova,Kite,5,6,-2.9,1,https://infinitediscs.com/Innova-Kite?tag=3c8c6529
Innova,Lion,5,3.9,0,2,https://infinitediscs.com/Innova-Lion?tag=3c8c6529
Innova,Lycan,4,5,0,1,https://infinitediscs.com/Innova-Lycan?tag=3c8c6529
Innova,Makani,2,7,-2,0,https://infinitediscs.com/Innova-Makani?tag=3c8c6529
Innova,Mako,4,5,-0.1,0,https://infinitediscs.com/Innova-Mako?tag=3c8c6529
Innova,Mako3,5,4.2,-0.1,0.1,https://infinitediscs.com/Innova-Mako3?tag=3c8c6529
Innova,Manta,5,5,-2.7,1,https://infinitediscs.com/Innova-Manta?tag=3c8c6529
Innova,Panther,5,4,-1.9,1,https://infinitediscs.com/Innova-Panther?tag=3c8c6529
Innova,Rancho Roc,4,4,0,2.9,https://infinitediscs.com/Innova-Rancho-Roc?tag=3c8c6529
Innova,Rat,4,2.4,0,2.5,https://infinitediscs.com/Innova-Rat?tag=3c8c6529
Innova,Roc,4,4.1,-0.1,2.6,https://infinitediscs.com/Innova-Roc?tag=3c8c6529
Innova,Roc +,4,5,0,2,https://infinitediscs.com/Innova-Roc-?tag=3c8c6529
Innova,Roc3,5,4.1,-0.1,2.7,https://infinitediscs.com/Innova-Roc3?tag=3c8c6529
Innova,RocX3,5,4,0,3.3,https://infinitediscs.com/Innova-RocX3?tag=3c8c6529
Innova,Scorpion,5,5,-1,2,https://infinitediscs.com/Innova-Scorpion?tag=3c8c6529
Innova,Shark,4,4.1,-0.2,1.8,https://infinitediscs.com/Innova-Shark?tag=3c8c6529
Innova,Shark3,5,4.1,-0.1,1.9,https://infinitediscs.com/Innova-Shark3?tag=3c8c6529
Innova,Skeeter,4.9,4.9,-1,0.9,https://infinitediscs.com/Innova-Skeeter?tag=3c8c6529
Innova,Spider,5,3.1,0,1.1,https://infinitediscs.com/Innova-Spider?tag=3c8c6529
Innova,Stingray,4,5,-2.8,1,https://infinitediscs.com/Innova-Stingray?tag=3c8c6529
Innova,Super Stingray,4,5,-1,1,https://infinitediscs.com/Innova-Super-Stingray?tag=3c8c6529
Innova,VCobra,5,5.1,-1,1.9,https://infinitediscs.com/Innova-VCobra?tag=3c8c6529
Innova,VRoc,4,3.9,0,1.7,https://infinitediscs.com/Innova-VRoc?tag=3c8c6529
Innova,Wedge,4,3.1,-3.1,1,https://infinitediscs.com/Innova-Wedge?tag=3c8c6529
Innova,Wolf,4,3.1,-3.9,0.9,https://infinitediscs.com/Innova-Wolf?tag=3c8c6529
Innova,Wombat,5,6,-1.2,0.8,https://infinitediscs.com/Innova-Wombat?tag=3c8c6529
Innova,Wombat3,5,5.9,-1.2,0.1,https://infinitediscs.com/Innova-Wombat3?tag=3c8c6529
Innova,Ace,2,3,-2.1,1,https://infinitediscs.com/Innova-Ace?tag=3c8c6529
Innova,Aero,3,6,-0.3,0,https://infinitediscs.com/Innova-Aero?tag=3c8c6529
Innova,Animal,1,1,0,0,https://infinitediscs.com/Innova-Animal?tag=3c8c6529
Innova,Aviar,2,3,0,1,https://infinitediscs.com/Innova-Aviar?tag=3c8c6529
Innova,Aviar Classic,2,3,0,0,https://infinitediscs.com/Innova-Aviar-Classic?tag=3c8c6529
Innova,Aviar Driver,2,3,0,1.9,https://infinitediscs.com/Innova-Aviar-Driver?tag=3c8c6529
Innova,Aviar Yeti,2,2.9,0,1,https://infinitediscs.com/Innova-Aviar-Yeti?tag=3c8c6529
Innova,Aviar-X (JK),2,3,0,2,https://infinitediscs.com/Innova-Aviar-X-(JK)?tag=3c8c6529
Innova,Aviar3,3,2.1,0,1.9,https://infinitediscs.com/Innova-Aviar3?tag=3c8c6529
Innova,AviarX3,3,2.1,0,3,https://infinitediscs.com/Innova-AviarX3?tag=3c8c6529
Innova,Birdie,1,2,0,0,https://infinitediscs.com/Innova-Birdie?tag=3c8c6529
Innova,Bullfrog,3,1.2,0,1,https://infinitediscs.com/Innova-Bullfrog?tag=3c8c6529
Innova,Classic Roc,3,3,0,2,https://infinitediscs.com/Innova-Classic-Roc?tag=3c8c6529
Innova,Colt,3.1,3.3,-0.9,1,https://infinitediscs.com/Innova-Colt?tag=3c8c6529
Innova,Coupe,2,3,-1,1,https://infinitediscs.com/Innova-Coupe?tag=3c8c6529
Innova,Croc,5.3,2.1,0.1,4.8,https://infinitediscs.com/Innova-Croc?tag=3c8c6529
Innova,Dart,3.1,4.1,0,0.1,https://infinitediscs.com/Innova-Dart?tag=3c8c6529
Innova,Firefly,2,3,0,0.9,https://infinitediscs.com/Innova-Firefly?tag=3c8c6529
Innova,Hammer,2.2,2,-1,1.8,https://infinitediscs.com/Innova-Hammer?tag=3c8c6529
Innova,Hawg,2,1.1,0,3.2,https://infinitediscs.com/Innova-Hawg?tag=3c8c6529
Innova,Hydra,3,3,0,2.1,https://infinitediscs.com/Innova-Hydra?tag=3c8c6529
Innova,Invader,3,2.1,0,1,https://infinitediscs.com/Innova-Invader?tag=3c8c6529
Innova,KC Aviar,2,3,0,2,https://infinitediscs.com/Innova-KC-Aviar?tag=3c8c6529
Innova,Mirage,3.1,4.1,-3,0.1,https://infinitediscs.com/Innova-Mirage?tag=3c8c6529
Innova,Nova,2,3,0,0,https://infinitediscs.com/Innova-Nova?tag=3c8c6529
Innova,Pig,3,1,0,3,https://infinitediscs.com/Innova-Pig?tag=3c8c6529
Innova,Polecat,1,3,0,0,https://infinitediscs.com/Innova-Polecat?tag=3c8c6529
Innova,Rhyno,2,1.2,0,2.8,https://infinitediscs.com/Innova-Rhyno?tag=3c8c6529
Innova,RhynoX,2,1,0,3.7,https://infinitediscs.com/Innova-RhynoX?tag=3c8c6529
Innova,Sonic,1,2.1,-3.9,0.1,https://infinitediscs.com/Innova-Sonic?tag=3c8c6529
Innova,Stud,3,3,0,2,https://infinitediscs.com/Innova-Stud?tag=3c8c6529
Innova,Warhog,3,3,0,1,https://infinitediscs.com/Innova-Warhog?tag=3c8c6529
Innova,Wedge,4,3.1,-3.1,1,https://infinitediscs.com/Innova-Wedge?tag=3c8c6529
Innova,Whale,2,3.1,0,1,https://infinitediscs.com/Innova-Whale?tag=3c8c6529
Innova,XD,3,4,-1,1,https://infinitediscs.com/Innova-XD?tag=3c8c6529
Innova,XD +,3,4,-0.9,0.9,https://infinitediscs.com/Innova-XD-?tag=3c8c6529
Innova,Zephyr,1.9,3.2,-0.1,0,https://infinitediscs.com/Innova-Zephyr?tag=3c8c6529
Kastaplast,Grym,13,5,-1.3,2.1,https://infinitediscs.com/Kastaplast-Grym?tag=3c8c6529
Kastaplast,Grym X,12.6,5,-0.1,2.7,https://infinitediscs.com/Kastaplast-Grym-X?tag=3c8c6529
Kastaplast,Rask,13.7,3.1,0,4.3,https://infinitediscs.com/Kastaplast-Rask?tag=3c8c6529
Kastaplast,Falk,8.9,5.8,-2.3,1.3,https://infinitediscs.com/Kastaplast-Falk?tag=3c8c6529
Kastaplast,Lots,9,5,-1,1.9,https://infinitediscs.com/Kastaplast-Lots?tag=3c8c6529
Kastaplast,Stal,9,4,0,3.2,https://infinitediscs.com/Kastaplast-Stal?tag=3c8c6529
Kastaplast,Gote,4,5,-0.2,0.9,https://infinitediscs.com/Kastaplast-Gote?tag=3c8c6529
Kastaplast,Kaxe,6,4.1,0,2.9,https://infinitediscs.com/Kastaplast-Kaxe?tag=3c8c6529
Kastaplast,Kaxe Z,6,5,-0.1,1.9,https://infinitediscs.com/Kastaplast-Kaxe-Z?tag=3c8c6529
Kastaplast,Svea,5,6,-0.9,0.1,https://infinitediscs.com/Kastaplast-Svea?tag=3c8c6529
Kastaplast,Berg,1.1,1.4,0,1.8,https://infinitediscs.com/Kastaplast-Berg?tag=3c8c6529
Kastaplast,Reko,3,3.3,-0.2,1.2,https://infinitediscs.com/Kastaplast-Reko?tag=3c8c6529
Kaufinator-Discs,Kaufinator Aftermath,13,5,-2,3,https://infinitediscs.com/Kaufinator-Discs-Kaufinator-Aftermath?tag=3c8c6529
Kaufinator-Discs,Kaufinator Cannon,14,5,-3,3,https://infinitediscs.com/Kaufinator-Discs-Kaufinator-Cannon?tag=3c8c6529
Kaufinator-Discs,Kaufinator Nemesis,10,6,-4,2,https://infinitediscs.com/Kaufinator-Discs-Kaufinator-Nemesis?tag=3c8c6529
Kaufinator-Discs,Kaufinator Outlaw,12,5,-1,3,https://infinitediscs.com/Kaufinator-Discs-Kaufinator-Outlaw?tag=3c8c6529
Kaufinator-Discs,Kaufinator Rampage,14,5,-1,4,https://infinitediscs.com/Kaufinator-Discs-Kaufinator-Rampage?tag=3c8c6529
Kaufinator-Discs,Kaufinator Bandit,9,5,-2,1,https://infinitediscs.com/Kaufinator-Discs-Kaufinator-Bandit?tag=3c8c6529
Kaufinator-Discs,Kaufinator Phenom,8,5,-1,2,https://infinitediscs.com/Kaufinator-Discs-Kaufinator-Phenom?tag=3c8c6529
Kaufinator-Discs,Kaufinator Rival,7,5,0,2,https://infinitediscs.com/Kaufinator-Discs-Kaufinator-Rival?tag=3c8c6529
Kaufinator-Discs,Kaufinator Gauge,5,5,0,1,https://infinitediscs.com/Kaufinator-Discs-Kaufinator-Gauge?tag=3c8c6529
Kaufinator-Discs,Kaufinator Ghost,4,5,0,3,https://infinitediscs.com/Kaufinator-Discs-Kaufinator-Ghost?tag=3c8c6529
Kaufinator-Discs,Kaufinator Pursuit,5,3,0,3,https://infinitediscs.com/Kaufinator-Discs-Kaufinator-Pursuit?tag=3c8c6529
Latitude-64,Ballista,13.9,4.8,-0.9,2.9,https://infinitediscs.com/Latitude-64-Ballista?tag=3c8c6529
Latitude-64,Ballista Pro,13.9,4.4,-0.3,2.9,https://infinitediscs.com/Latitude-64-Ballista-Pro?tag=3c8c6529
Latitude-64,Blitz,11.9,3.3,0,3.8,https://infinitediscs.com/Latitude-64-Blitz?tag=3c8c6529
Latitude-64,Bolt,13,6,-2.3,2.6,https://infinitediscs.com/Latitude-64-Bolt?tag=3c8c6529
Latitude-64,Cutlass,12.9,4.9,0,3.3,https://infinitediscs.com/Latitude-64-Cutlass?tag=3c8c6529
Latitude-64,Flow,11,5.9,-0.7,2.1,https://infinitediscs.com/Latitude-64-Flow?tag=3c8c6529
Latitude-64,Gladiator,13,5,0,3.3,https://infinitediscs.com/Latitude-64-Gladiator?tag=3c8c6529
Latitude-64,Halo,12.9,5,-0.6,2.8,https://infinitediscs.com/Latitude-64-Halo?tag=3c8c6529
Latitude-64,Havoc,12.9,5.1,-1.3,2.6,https://infinitediscs.com/Latitude-64-Havoc?tag=3c8c6529
Latitude-64,Knight,14,4.2,-1.6,3.6,https://infinitediscs.com/Latitude-64-Knight?tag=3c8c6529
Latitude-64,Missilen,14.9,3.2,-0.4,4,https://infinitediscs.com/Latitude-64-Missilen?tag=3c8c6529
Latitude-64,Musket,10,4.9,-0.7,2.2,https://infinitediscs.com/Latitude-64-Musket?tag=3c8c6529
